id,complex_name,count,accession_numbers
8301,AIPL1 chaperone complex,2,"['P07900', 'P11142']"
8318,HSP90AA1-TSC1-TSC2 complex,2,"['P07900', 'P49815']"
8607,CXCR4-GDF5-HSPA8-HSP90AA1 complex,2,"['P07900', 'P11142']"
8732,HSP90AA1-RIGI complex,2,"['P07900', 'O95786']"
8739,HSP90-TOMM70 complex,2,"['P07900', 'O94826']"
2846,ITGAV-ITGB3-THBS1 complex,2,"['P07996', 'P06756']"
8925,PLAU-THBS1 complex,2,"['P07996', 'P00749']"
1121,WNK1-OSR1 complex,2,"['Q9H4A3', 'O95747']"
2255,ACTB-CAP1-CFL1 complex,2,"['P23528', 'Q01518']"
2417,ITGA4-ITGB1-EMILIN1 complex,2,"['P05556', 'P13612']"
2418,ITGA4-ITGB1 complex,2,"['P05556', 'P13612']"
2420,ITGA4-ITGB1-CD53 complex,2,"['P05556', 'P13612']"
2421,ITGA4-ITGB1-VCAM1 complex,2,"['P05556', 'P13612']"
2422,ITGA4-ITGB1-JAM2 complex,2,"['P05556', 'P13612']"
2428,ITGA4-ITGB1-THBS2 complex,2,"['P05556', 'P13612']"
2436,ITGAV-ITGB1 complex,2,"['P05556', 'P06756']"
2885,ITGAV-ITGB1-SPP1 complex,2,"['P05556', 'P06756']"
7012,ITGB1-RACK1 complex,2,"['P05556', 'P63244']"
9956,CD38-ITGA4-ITGB1 complex,2,"['P05556', 'P13612']"
2355,ITGAV-ITGB3-CD47-FCER2 complex,2,"['Q08722', 'P06756']"
2356,ITGB3-ITGAV-CD47 complex,2,"['Q08722', 'P06756']"
2896,ITGA2B-ITGB3-CD47-FAK complex,2,"['Q08722', 'Q05397']"
2363,ITGAV-ITGB3-PTK2B-PXN complex,2,"['P49023', 'P06756']"
7192,"CCR4-NOT complex, CNOT7-CNOT6-specific",2,"['Q9C0C2', 'A5YKK6']"
7214,"CCR4-NOT complex, CNOT7-CNOT6L-specific",2,"['Q9C0C2', 'A5YKK6']"
7215,"CCR4-NOT complex, CNOT8-CNOT6-specific",2,"['Q9C0C2', 'A5YKK6']"
7216,"CCR4-NOT complex, CNOT8-CNOT6L-specific",2,"['Q9C0C2', 'A5YKK6']"
8861,EGLN1-SH3KBP1 complex,2,"['Q9GZT9', 'Q96B97']"
10761,CUL2-ELOB-EGLN1-LIMD1-VHL complex,2,"['Q9GZT9', 'Q15370']"
3092,"APP-TOMM40 complex, mitochondrial",2,"['P05067', 'O96008']"
9040,APP(CTF-C99)-NCSTN complex,2,"['P05067', 'Q92542']"
9041,APP(CTF-C83)-NCSTN complex,2,"['P05067', 'Q92542']"
2242,TGM2-HD-CALM1 complex,2,"['P21980', 'P42858']"
2243,TGM2-HD complex,2,"['P21980', 'P42858']"
2375,FN1-TGM2 complex,2,"['P21980', 'P02751']"
2376,ITGA2B-ITGB3-FN1-TGM2 complex,2,"['P21980', 'P02751']"
8194,CCT5-GNB1 complex,2,"['P48643', 'P62873']"
2775,MDC1-p53BP1-SMC1 complex,2,"['Q14683', 'Q12888']"
1816,JUN-TCF4-CTNNB1 complex,2,"['P05412', 'P35222']"
2692,SMAD3-SMAD4-cJun-cFos complex,2,"['P05412', 'Q13485']"
2708,SMAD3-SMAD4-cJUN complex,2,"['P05412', 'Q13485']"
7099,ASAH1-NR5A1-SAPD complex,2,"['P07602', 'Q13510']"
2542,EGFR-CBL-GRB2 complex,2,"['P62993', 'P00533']"
8207,ACK1-GRB2-EGFR complex,2,"['P62993', 'P00533']"
8213,MIG6-GRB2-EGFR complex,2,"['P62993', 'P00533']"
8627,CD44-ERBB2-GRB2-VAV2 complex,2,"['P62993', 'P16070']"
8649,GRB2-MED28-NF2 complex,2,"['P62993', 'P35240']"
5225,"Casein kinase II (beta-dimer, alpha-dimer)",2,"['P68400', 'P67870']"
739,SIN3-ING1b complex II,2,"['O00422', 'O14497']"
761,"Apoptosis- and splicing-associated protein complex (SAP18, RNPS1, Acinus-S)",2,"['O00422', 'Q15287']"
8622,"Apoptosis- and splicing-associated protein complex (SAP18, RNPS1, Acinus-L)",2,"['O00422', 'Q15287']"
6789,EGFR-NHERF1-PTEN complex,2,"['O14745', 'P00533']"
8066,MSN-PAG1-SLC9A3R1 complex,2,"['O14745', 'P26038']"
2590,FHL2-FOXO1-SIRT1 complex,2,"['Q96EB6', 'Q14192']"
2369,ITGAV-ITGB3-EGFR complex,2,"['P00533', 'P06756']"
2453,"Multiprotein complex (CBLB, EGFR, SH3KBP1)",2,"['P00533', 'Q96B97']"
2454,CBL-EGFR-SH3GL2-SH3KBP1 complex,2,"['P00533', 'Q96B97']"
555,BAF complex,2,"['O14497', 'Q969G3']"
566,BAF complex,2,"['O14497', 'Q969G3']"
1252,EBAFa complex,2,"['O14497', 'Q969G3']"
8259,RAN-XPOT complex,2,"['P62826', 'O43592']"
1178,BCOR complex,2,"['P11142', 'P63208']"
220,ARF-Mule complex,2,"['Q7Z6Z7', 'P06748']"
429,PIK3C3-PIK3R4 complex,2,"['Q99570', 'Q8NEB9']"
6472,VPS34-VPS15-BECLIN1-UVRAG-BCL2 complex,2,"['Q99570', 'Q8NEB9']"
7667,Vps34 Complex I,2,"['Q99570', 'Q8NEB9']"
8630,VPS34-VPS15-BECLIN1-SLAMF1 complex,2,"['Q99570', 'Q8NEB9']"
8632,VPS34-VPS15-BECLIN1-UVRAG-SLAMF1 complex,2,"['Q99570', 'Q8NEB9']"
7534,CTNNB1-EPCAM-FHL2-LEF1 complex,2,"['Q14192', 'P35222']"
6703,TBCD-tubulin(alpha)-tubulin(beta) complex,2,"['P07437', 'Q9BTW9']"
6713,TBCD-ARL2-tubulin(beta) complex,2,"['P07437', 'Q9BTW9']"
8916,PLAU-SERPINB2 complex,2,"['P00749', 'P05120']"
875,"SNARE complex (STX16, VAMP3, VAMP4)",2,"['O14662', 'Q15836']"
9197,PARP1-SMAD4 complex,2,"['P09874', 'Q13485']"
8320,ANKRD28-PPP6C-PPP6R1 complex,2,"['Q9UPN7', 'O00743']"
8321,ANKRD44-PPP6C-PPP6R1 complex,2,"['Q9UPN7', 'O00743']"
8323,ANKRD52-PPP6C-PPP6R1 complex,2,"['Q9UPN7', 'O00743']"
4151,"TSC (TSC1, TSC2, AXIN, GSK3) complex",2,"['P49815', 'P49841']"
7159,TSC2-GSK3-AXIN-DVL complex,2,"['P49815', 'P49841']"
619,MRE11A-RAD50-NBN-TRF2 complex,2,"['P49959', 'Q15554']"
5197,PTIP-DNA damage response complex,2,"['P49959', 'Q12888']"
2342,ITGAV-ITGB8-MMP14-TGFB1 complex,2,"['P50281', 'P06756']"
6193,ADAM12-alphaVbeta3-integrin-MMP-14 complex,2,"['P50281', 'P06756']"
9318,CAP1-LDLR-PCSK9 complex,2,"['P01130', 'Q01518']"
7990,NPM1-PA2G4 complex,2,"['Q9UQ80', 'P06748']"
1147,"Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)",2,"['Q10570', 'P33240']"
2754,FOSB-JUND-SMAD3-SMAD4 complex,2,"['P17535', 'Q13485']"
2705,CTCF-SMAD3-SMAD4 complex,2,"['Q13485', 'P49711']"
298,VEGF transcriptional complex,2,"['P27695', 'P40763']"
7535,CD44-LRP1 complex,2,"['Q07954', 'P16070']"
2162,APPBP1-UBA3 complex,2,"['Q13564', 'Q8TBC4']"
6482,CUL4B-DDB1-DTL-CSN complex,2,"['P61201', 'Q13620']"
10137,FAK-ITGAV-ITGB3-TEK complex,2,"['Q05397', 'P06756']"
9954,CD38-CD44-ITGA4-MMP9 complex,2,"['P16070', 'P13612']"
5154,CTCF-nucleophosmin complex,2,"['P49711', 'P06748']"
7744,PP1c-Gbeta1 complex,2,"['P62873', 'P62140']"
6655,CTNNB1-TBX5-YAP1 complex,2,"['P46937', 'P35222']"
2374,ITGAV-ITGB3-LAMA4 complex,2,"['P06756', 'Q16363']"
10252,MYH9-TUBB2A complex,2,"['Q13885', 'P35579']"
2998,AXIN1-CTNNB1-GSK3B-PPP2R5A complex,2,"['P35222', 'P49841']"
3166,AXIN1-APC-CTNNB1-GSK3B complex,2,"['P35222', 'P49841']"
6961,CTNNB1-GID8 complex,2,"['P35222', 'Q9NWU2']"
7278,CTNNB1-GSK3B-PHF19 complex,2,"['P35222', 'P49841']"
7832,MRAS-PPP1CB-SHOC2 complex,2,"['Q9UQ13', 'P62140']"
7833,MRAS-SCRIB-SHOC2 complex,2,"['Q9UQ13', 'Q14160']"
6490,CUL4B-DDB1-WDR26 complex,2,"['Q13620', 'Q9H7D7']"
639,HSMpp8-Muskelin-RANBPM-TWA1 complex,2,"['Q9NWU2', 'Q9UL63']"
6963,AXIN1-GID8-GSK3B complex,2,"['Q9NWU2', 'P49841']"
205,"Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)",2,"['Q15369', 'Q15370']"
622,"Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2)",2,"['Q15369', 'Q15370']"
5267,ELOB-ELOC-USP33-VHL complex,2,"['Q15369', 'Q15370']"
6485,ELOB-ELOC-HIF1A-VHL complex,2,"['Q15369', 'Q15370']"
6738,PRAME-ElonginBC ubiquitin ligase,2,"['Q15369', 'Q15370']"
7576,ELOB-ELOC-VHL complex,2,"['Q15369', 'Q15370']"
8510,CUL2-PTCH1-TCEB1-TCEB2-ZYG11B complex,2,"['Q15369', 'Q15370']"
66,THRA-TRAP complex,2,"['Q9Y2W1', 'Q9Y2X0']"
8417,SOX9-TRAP complex,2,"['Q9Y2W1', 'Q9Y2X0']"
10294,AIP-PDE2A complex,1,['O00170']
10299,AIP-RET complex,1,['O00170']
8250,CETN2-RAD23A-XPC complex,1,['P41208']
8554,CALM1-CCP110-CETN2 complex,1,['P41208']
8160,Microaposome complex,1,['P42574']
6957,C2ORF3-Prp43-TFIP11 complex,1,['O43143']
8242,PPIH-PRPf18 complex,1,['O43447']
6599,CTNND1-GLIS2 complex,1,['O60716']
8354,RHOH-CTNND1 complex,1,['O60716']
11039,CTNND1-MTNR1B complex,1,['O60716']
7935,ATP6AP2-REN complex,1,['O75787']
10120,JAK2-STAM2 complex,1,['O75886']
10121,JAK3-STAM2 complex,1,['O75886']
6107,proMBP-angiotensinogen-c3dg complex,1,['P01024']
6819,"APOL1 complex A (APOL1, APOA1, HPR, C3)",1,['P01024']
9931,GHR-HMGN1 complex,1,['P05114']
10257,ELANE-SERPINE1 complex,1,['P05121']
2798,CLDN1-MMP2 complex,1,['P08253']
8351,ANXA2-MMP2-WFDC2 complex,1,['P08253']
9633,HDAC10-MMP2 complex,1,['P08253']
9466,FAF1-NR3C2 complex,1,['Q9UNN5']
6862,Bag6-Ubl4A-Trc35 Complex,1,['P11441']
2598,NELF complex,1,['P18615']
2605,CCNT1-GRN complex,1,['P28799']
10905,IMPA1 homodimer,1,['P29218']
2254,CTGF/Hcs24-actin(beta/gamma) complex,1,['P29279']
10645,CCN2-VEGF165 complex,1,['P29279']
2010,AXL homodimer,1,['P30530']
1297,ARRB2-MAP2K4-MAP3K5 complex,1,['P45985']
1298,ARRB2-MAP2K4-MAPK10 complex,1,['P45985']
7580,MAP2K4-MAP3K3-NBR1 complex,1,['P45985']
553,ITPR1-RHOA-TRPC1 complex,1,['P61586']
3153,GNAQ-GEFT-RHOA complex,1,['P61586']
6730,"CXCR2-YWHAG complex, unstimulated",1,['P61981']
11189,TH-YWHAG complex,1,['P61981']
9750,HDAC6-RPL36A complex,1,['P83881']
8844,COLQ-HSPG2 complex,1,['P98160']
11222,CDK5-HTR6 complex,1,['Q00535']
6536,REEP5-ZFYVE27 complex,1,['Q00765']
11226,HTR6-MAP1B complex,1,['P46821']
9901,SNW1-VDR complex,1,['Q13573']
9903,RARA-SNW1 complex,1,['Q13573']
9905,RXRA-SNW1-VDR complex,1,['Q13573']
9907,NCOA1-SNW1-VDR complex,1,['Q13573']
9253,PDE1A-PDE1C complex,1,['Q14123']
10282,PDE1B-PDE1C complex,1,['Q14123']
10287,GSPT2-PDE1C complex,1,['Q14123']
3988,"ClpP complex, heptameric",1,['Q16740']
9317,CD81-PCSK9 complex,1,['P60033']
873,"SNARE complex (STX1A, SNAP29)",1,['O95721']
7901,DPP9-NLRP1 complex,1,['Q86TI2']
7275,BCL2-CISD2 complex,1,['Q8N5K1']
10394,ADRA2B-PPP1R9B complex,1,['Q96SB3']
10564,DNM2-KDR complex,1,['P50570']
3618,GammaH2AFX-NDHII-Ku70-DNA complex,1,['P16104']
6246,BBS4 centriolar satellite complex,1,['Q15154']
8058,MAP1LC3A-OFD1-PCM1 complex,1,['Q15154']
10277,CCT3-TUBB2B complex,1,['P49368']
10279,PDLIM5-TUBB2B complex,1,['Q96HC4']
733,"SNARE complex (STX4, VAMP1, VAMP7)",1,['P51809']
2823,BRCA1-BARD1-UbcH7c complex,1,['P68036']
680,RANBMP-CD39 complex,1,['P43487']
7655,CAPN7-CHMP1B-IST1 complex,1,['P53990']
9643,HDAC4-MEF2D complex,1,['Q14814']
9646,HDAC5-MEF2D complex,1,['Q14814']
5373,"Chromatin remodeling complex (KAT2B, TACC2, TACC3)",1,['Q9Y6A5']
7101,AURKB-VRK1 complex,1,['Q99986']
7102,SOX2-VRK1 complex,1,['Q99986']
7103,NBS1-VRK1 complex,1,['Q99986']
7104,NBN–RNF8-VRK1 complex,1,['Q99986']
10422,ADRB1-GOPC complex,1,['Q9HD26']
749,MeCP2-SIN3A-HDAC complex,1,['P51608']
1347,"NPC subcomplex (NUP96, NUP107, NUP133, NUP160)",1,['P52948']
1777,"Ubiquitin E3 ligase (SMURF2, SMAD7) - TGF(beta)",1,['Q9HAU4']
2992,"Ubiquitin E3 ligase (SMAD7, SMURF2)",1,['Q9HAU4']
3972,"Ubiquitin E3 ligase (SMURF2, SMAD3) - SnoN complex, TGF(beta)-dependent",1,['Q9HAU4']
7423,PPP1CA-PPP1R13L complex,1,['Q8WUF5']
7870,NGRN complex,1,['Q9NYY8']
9505,GCGR-YWHAB complex,1,['P31946']
2197,9-1-1-FEN1 complex,1,['P39748']
7282,FEN1-WRN complex,1,['P39748']
2256,APBB1IP-RAP1A complex,1,['P62834']
6749,ITGB1BP1-KRIT1-RAP1A complex,1,['P62834']
11037,MTNR1A-RAP1A complex,1,['P62834']
10503,ATP1A3-ATP1B2-RS1-SARM1 complex,1,['Q6SZW1']
3088,CCND2-CDK6 complex,1,['Q00534']
3089,CCND3-CDK6 complex,1,['Q00534']
5100,CyclinD3-CDK4-CDK6 complex,1,['Q00534']
9157,AR-CDK6 complex,1,['Q00534']
9985,AKAP8-PDE4A-PRKAR2A complex,1,['O43823']
2839,ATRX-DAXX complex,1,['P46100']
2153,ITGAM-ITGB2-CD11 complex,1,['P08962']
7859,INIP-INTS3-NABP1 complex,1,['Q68E01']
7860,INIP-INTS3-NABP2 complex,1,['Q68E01']
11317,CD74-CTSL complex,1,['P07711']
8016,"Dynein light chain complex (DYNLL1, DYNLL2)",1,['P63167']
1787,Nogo-potassium channel complex,1,['P78357']
11239,ATP1B3-CNTNAP1 complex,1,['P78357']
6476,erlin1/2-RNF170 complex,1,['O94905']
6866,AMFR-ERLIN2-TMUB1 complex,1,['O94905']
7861,NACA-BTF3 complex,1,['P20290']
7133,CCDC93-COMMD1-COMMD6 complex,1,['Q7Z4G1']
7358,NDFIP1-NEDD4L-SLC11A2 complex,1,['Q96PU5']
11298,NEDD4L-SLC22A6 complex,1,['Q96PU5']
11300,NEDD4L-SLC22A8 complex,1,['Q96PU5']
1844,APC-IQGAP1 complex,1,['P46940']
3008,60S APC containing complex,1,['P46940']
6729,CXCR2-IQGAP1 complex,1,['P46940']
7904,IQGAP1-NLRC3 complex,1,['P46940']
8453,NOTCH1-RBPJ-SBNO1 complex,1,['A3KN83']
8597,KPNB1-SMN1-SNUPN-ZRP1 complex,1,['O75312']
9561,Dihydrofolate reductase (EC:1.5.1.3),1,['P00374']
9572,DHFR-TYMS complex,1,['P00374']
6292,HAX-1-XIAP complex,1,['P98170']
8237,XAF1-XIAP complex,1,['P98170']
8240,BIRC5-XIAP complex,1,['P98170']
1130,Hip1R-cortactin complex,1,['Q14247']
6282,G alpha-13-Hax-1-cortactin-Rac complex,1,['Q14247']
8870,DPP4-FAP complex,1,['Q12884']
7266,AKT1-NQO2 complex,1,['P16083']
10908,IMPDH1 homotetramer,1,['P20839']
10353,GART homodimer,1,['P22102']
2378,ITGA2b-ITGB3-TLN1 complex,1,['Q9Y490']
8843,KDM6A-RNF114 complex,1,['Q9Y508']
6158,TNFRSF10B-TNFSF10 complex,1,['O14763']
11259,CD40-TNFRSF10B complex,1,['O14763']
943,"Class C VPS complex (STX7, VPS11, VPS18)",1,['O15400']
8340,TELO2-TTI1-TTI2 complex,1,['O43156']
10178,MAPT-SNCA complex,1,['P37840']
10747,SLC6A3-SNCA complex,1,['P37840']
10821,SLC6A2-SNCA complex,1,['P37840']
11305,SLC6A3-SCNA complex,1,['P37840']
5660,PlexinC1-SEMA7A complex,1,['O75326']
1984,PEX14 homodimer,1,['O75381']
404,"Isocitrate dehydrogenase, cytoplasmic",1,['O75874']
8837,A2M-BCHE complex,1,['P01023']
3177,ARHGEF1-GNA14 complex,1,['Q92888']
6216,GATOR2 complex,1,['P55735']
6217,GATOR complex,1,['P55735']
6753,SOG complex,1,['P55735']
6821,RBP4-TTR complex,1,['P02753']
9943,ALDH2 homotetramer,1,['P05091']
1069,FIF-FGR2 complex,1,['P09038']
2728,SRC-1 complex,1,['P10155']
10340,PDE8A-PRKAR1A complex,1,['P10644']
11286,UMPS homodimer,1,['P11172']
10285,ALDOB-G6PD-p53 complex,1,['P11413']
10303,ADRA1B-C1QBP complex,1,['Q07021']
10304,ADRA1D-C1QBP complex,1,['Q07021']
1041,Alpha-dystrobrevin-ZO-1-actin complex,1,['Q07157']
6351,PKP1-ZO-1 complex,1,['Q07157']
9760,AKAP13-THRA complex,1,['Q12802']
9764,AKAP13-ESR1 complex,1,['Q12802']
11017,HMGA1-PDX1 complex,1,['P17096']
11018,HMGA1-MAFA complex,1,['P17096']
6191,IGF2-IGFBP2 complex,1,['P18065']
7288,ANGPTL4-LRP6-SDC1 complex,1,['P18827']
6135,Ferritin complex,1,['P02794']
9548,FTH1-CSF3R complex,1,['P02794']
152,TFIIE complex,1,['P29084']
6913,ELN-FBLN2-FBN1 complex,1,['P35555']
6914,ELN-FBLN5-FBN1 complex,1,['P35555']
10653,ABL1-ACTN2 complex,1,['P35609']
9494,PGR-RBM39 complex,1,['Q14498']
7969,OTUB1-RNF128-USP8 complex,1,['P40818']
8743,PEX3-PEX19 complex,1,['P40855']
6999,SEPHS1-SEPHS2-SEPSECS-SECp43 complex,1,['P49903']
7955,CREBBP-EP300-HDAC1-SP1-SP3 complex,1,['Q02447']
6307,RAB27A-SLP3-KLC1 transport complex,1,['Q07866']
10449,ADRB1-GOLGA3 complex,1,['Q08378']
10256,DPYD homodimer,1,['Q12882']
828,TRPC1-STIM1-ORAI1 complex,1,['Q13586']
6108,STIM1-TRPV4 complex,1,['Q13586']
4478,CBF-DNA complex,1,['Q13952']
9467,NFYC-NR3C2 complex,1,['Q13952']
11268,TXNRD1 homodimer,1,['Q16881']
8333,DNMT1-UHRF1-USP7 complex,1,['Q96T88']
10474,DNMT1-EHMT2-HDAC1-UHRF1 complex,1,['Q96T88']
6847,DBIRD complex,1,['Q5BKZ1']
6095,PLEKHA7-PDZD11 complex,1,['Q5EBL8']
6611,NECTIN1-PDZD11 complex,1,['Q5EBL8']
6612,PDZD11-nectin3 complex,1,['Q5EBL8']
7482,LAP1-TOR1A complex,1,['Q5JTV8']
6078,ACE-HSPA2-PDIA6 complex,1,['Q15084']
7548,MAPK6-MAPKAPK5-SEPT7 complex,1,['Q16181']
1982,CACY homodimer,1,['P06703']
7781,PAT complex,1,['Q96A33']
2159,AKT1-APPL1-AR complex,1,['Q9UKG1']
7406,AKT1-APPL1-HDAC3 complex,1,['Q9UKG1']
6956,REP-RGGT-Rab complex,1,['Q92696']
6860,E6AP-HERC2-MAPK6-NEURL4 complex,1,['Q05086']
9097,AR-UBE3A complex,1,['Q05086']
9349,ESR1-UBE3A complex,1,['Q05086']
9492,PGR-UBE3A complex,1,['Q05086']
8525,PBX1-PBXIP1 complex,1,['Q96AQ6']
1783,"Ubiquitin E3 ligase (SMAD7, SMURF1) - TGFBR1",1,['Q9HCE7']
2996,"Ubiquitin E3 ligase (SMAD7, SMURF1)",1,['Q9HCE7']
2997,Ubiquitin E3 ligase (SMAD7-SMURF1) - TGF(beta),1,['Q9HCE7']
10549,ABL1-ARHGDIB complex,1,['P52566']
7424,ISLR2-ROCK1 complex,1,['Q13464']
10250,Rho-associated protein kinase 1,1,['Q13464']
6170,Angiogenin-PRI complex,1,['P13489']
6175,Caspase-10-SUMO-FADD/Drp1 complex,1,['O00429']
6725,ARP3-WHAMM complex,1,['P61158']
7919,ILF3-NR5A2-SERBP1 complex,1,['Q8NC51']
1464,Mis12 centromere complex,1,['P45973']
2763,MBD1-Suv39h1-HP1 complex,1,['P45973']
1096,PDGFRB-SNX1 complex,1,['P09619']
6413,PDGFB-PDGFRB complex,1,['P09619']
8786,PDGFRB-SNX1A complex,1,['P09619']
8787,PDGFRB-SNX2 complex,1,['P09619']
8788,PDGFRB-SNX4 complex,1,['P09619']
8509,CEP19-CEP350-CEP43-RABL2B complex,1,['O95684']
9948,CACNA1B-CACNA2D1-CACNB3 complex,1,['P54289']
10625,CACNA2D1-GRIN1 complex,1,['P54289']
5856,AK2-FADD-caspase-10 (AFAC10) complex,1,['P54819']
6552,KIF5B -ZFYVE27 complex,1,['P33176']
8668,KPNA1-KPNB1 complex,1,['P52294']
9682,IFNG-KPNA1-STAT1alpha complex,1,['P52294']
6163,BBSome,1,['Q9BXC9']
6165,BBSome core complex,1,['Q9BXC9']
8438,"IRAK1-TOLLIP complex, unstimulated",1,['Q9H0E2']
5573,CREBBP-STAT1 complex,1,['P42224']
7952,IRF8-SPI1-STAT1 complex,1,['P42224']
7953,IRF1-STAT1 complex,1,['P42224']
8910,MegaTrans complex,1,['P42224']
8911,MegaTrans complex,1,['P42224']
8010,Aurora A-TPX2 complex,1,['Q9ULW0']
8276,IPO7-KPNB1 complex,1,['O95373']
10010,TUBB6-TUBG1 complex,1,['Q9BUF5']
10440,ANG-TUBB6 complex,1,['Q9BUF5']
519,AKAP1-MYCBP-PRKAR2B complex,1,['Q99417']
7670,AKAP1-MAATS1-MYCBP-PRKAR2B complex,1,['Q99417']
8458,TANK-USP10-ZC3H12A complex,1,['Q14694']
9103,AR-USP10 complex,1,['Q14694']
9934,ACLY homotetramer,1,['P53396']
10997,ANO1-COPB1 complex,1,['P53618']
6173,Intraflagellar transport complex B core complex,1,['Q9BW83']
2939,"Ecsit complex (ECSIT, MT-CO2, MT-ND1, NDUFA1, NDUFAF1, TRAF6)",1,['P00403']
474,Prolyl 4-hydroxylase (alpha(III)-type),1,['P07237']
9996,MTTP-P4HB complex,1,['P07237']
7962,SMC5-6-NSMCE4A complex,1,['Q96MF7']
7963,SMC5-6-EID3 complex,1,['Q96MF7']
8343,SMG1 complex,1,['Q9H0W8']
7190,3-Methylcrotonyl-CoA carboxylase,1,['Q9HCC0']
1042,NCOA1-SRA1 complex,1,['Q9HD15']
7333,MICALL1-RAB13 complex,1,['P51153']
3159,APBB1IP-PFN1 complex,1,['P07737']
10648,ABL1-TPM2 complex,1,['P07951']
8477,DRG2-RWDD1 complex,1,['P55039']
8616,SRI complex,1,['Q9HAS0']
6245,Telomerase holoenzyme,1,['Q9NPE3']
7874,H/ACA ribonucleoprotein complex,1,['Q9NPE3']
1225,"Ubiquitin E3 ligase (H2AFY, SPOP, CUL3)",1,['O75367']
7700,MCRS1-NDE1 complex,1,['Q9NXR1']
5370,ERAP1-ERAP2 complex,1,['Q9NZ08']
3099,COIL-TIMM50a complex,1,['P38432']
7058,HEG1-KRIT1-RAP1B complex,1,['Q9ULI3']
8651,GOLGA7-ZDHHC5 complex,1,['Q9C0B5']
8652,GOLGA7B-ZDHHC5 complex,1,['Q9C0B5']
6891,HUSH complex,1,['Q9UK61']
232,ARC complex,1,['Q9UKU7']
1028,HNF4A-SUB1 complex,1,['P53999']
9935,AKT3-PDE3B complex,1,['Q9Y243']
6053,LKB1-STRAD-MO25 complex,1,['Q9Y376']
7324,HINT1-TIP60 complex,1,['P49773']
7326,HINT1-SP1 complex,1,['P49773']
6220,HDAC10-PAX3-KAP1 complex,1,['Q13263']
6345,ZNF304-corepressor complex,1,['Q13263']
6931,FOXP3-TRIM28-ZFP90 complex,1,['Q13263']
8410,MAGEA3-MAGEC2-TRIM28 complex,1,['Q13263']
8419,MAGEA2-TRIM28 complex,1,['Q13263']
8424,MAGEA3-TRIM28 complex,1,['Q13263']
8425,MAGEA6-TRIM28 complex,1,['Q13263']
8426,MAGEC2-TRIM28 complex,1,['Q13263']
1031,ORC complex (origin recognition complex),1,['Q13416']
1032,ORC 2-4 complex (origin recognition 2-4 complex),1,['Q13416']
1034,ORC 2-5 complex (origin recognition 2-5 complex),1,['Q13416']
1038,ORC 1-5 complex (origin recognition 1-5 complex),1,['Q13416']
2204,MCM8-ORC2-CDC6 complex,1,['Q13416']
5251,Ku-ORC complex,1,['Q13416']
10952,F2R-TMED2 complex,1,['Q15363']
10953,P2RY4-TMED2 complex,1,['Q15363']
10954,P2RY11-TMED2 complex,1,['Q15363']
10956,P2RY1-TMED2 complex,1,['Q15363']
10957,P2RY2-TMED2 complex,1,['Q15363']
10959,OPRM1-TMED2 complex,1,['Q15363']
95,Ku antigen-NARG1 complex,1,['Q9BXJ9']
7561,NCKAP1-WASF3 complex,1,['Q9Y2A7']
7981,ncBAF complex,1,['Q15532']
9144,AR-NCOA2-PKN1 complex,1,['Q16512']
7384,DTX3L-PARP9 complex,1,['Q8TDB6']
8332,AR-DTX3L-PARP9 complex,1,['Q8TDB6']
2104,IKBKB-MAP3K14 complex,1,['O14920']
847,RICH1-PAR3-aPKC polarity complex,1,['Q68EM7']
236,WICH complex,1,['Q9UIG0']
9751,HDAC6-RPS6 complex,1,['P62753']
6149,"Codanin-1-Asf1–histone H3.1-histone H4–importin-4 complex,  cytosolic",1,['P62805']
7413,CENPA-histone H4-HJURP complex,1,['P62805']
5655,"Ternary complex (ACTN4, CAMK2A, LRRC7)",1,['O43707']
6787,ACTN4-NHERF2-SLC9A3 complex,1,['O43707']
9562,ACTN4-PPARG complex,1,['O43707']
9622,ACTN4-RARA complex,1,['O43707']
9867,ACTN4-VDR complex,1,['O43707']
9869,ACTN4-ESR1 complex,1,['O43707']
10234,ACTN4-HDAC7 complex,1,['O43707']
10235,ACTN4-HDAC4 complex,1,['O43707']
10237,ACTN4-HDAC5 complex,1,['O43707']
6720,FILIP1-FLNA complex,1,['P21333']
9128,AR-FLNA complex,1,['P21333']
11032,FLNA-MTNR1A complex,1,['P21333']
11033,FLNA-MTNR1B complex,1,['P21333']
11049,CASR-FLNA complex,1,['P21333']
6381,NPHP1-NPHP4-BCAR1 complex,1,['P56945']
5498,ILK-PARVB-ARHGEF6 complex,1,['Q13418']
2714,"Ubiquitin E3 ligase (CHEK1, CUL1)",1,['Q13616']
6658,CCDC22-COMMD8-CUL1 complex,1,['Q13616']
7233,DLC1-DLGAP1-MYO5A complex,1,['Q9Y4I1']
7669,MAP3K5-TXN complex,1,['P10599']
631,AuroraA-chTOG-Tacc1  complex,1,['O75410']
6566,VAPB-ZFYVE27 complex,1,['O95292']
6068,CEBPB-ESR1 complex,1,['P17676']
7894,MECOM-CEBPB complex,1,['P17676']
3034,PAC1-PAC2 complex,1,['O95456']
7125,"TIM23(motor) subcomplex (GRPEL2, HSPA9), mitochondrial",1,['P38646']
